Year,CollegeCode,CollegeName,Branch,Category,Gender,CutoffRank
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,BC-D,M,126539
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,BC-D,F,126539
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,BC-E,F,93276
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,OC_EWS,M,85981
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,OC_EWS,F,73046
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,OC,M,29172
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,OC,F,29938
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,SC,M,106872
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,SC,F,111658
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,ST,M,117707
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,ST,F,117707
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-A,M,61172
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-A,F,73267
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-B,M,50766
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-B,F,54258
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-C,M,96221
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-C,F,96221
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-D,M,41931
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-D,F,41931
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-E,M,105421
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,BC-E,F,105421
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,OC_EWS,M,29606
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,OC_EWS,F,26189
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,OC,M,45223
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,OC,F,56059
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,SC,M,111814
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,SC,F,111814
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,ST,M,55766
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,ST,F,67035
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-A,M,66091
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-A,F,66091
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-B,M,79443
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-B,F,79443
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-C,M,45223
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-C,F,106996
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-D,M,62943
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-D,F,72423
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-E,M,97094
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,BC-E,F,118697
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,OC_EWS,M,41136
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,OC_EWS,F,81830
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,OC,M,85154
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,OC,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,SC,M,93015
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,SC,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,ST,M,102488
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,ST,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-A,M,109024
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-A,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-B,M,122878
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-B,F,122878
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-C,M,85154
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-C,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-D,M,85154
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-D,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-E,M,85154
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,BC-E,F,114214
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,OC_EWS,M,77893
2020,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,OC_EWS,F,36013
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,OC,M,55175
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,OC,F,55175
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,SC,M,125625
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,SC,F,125625
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,ST,M,127191
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,ST,F,127191
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-A,M,126464
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-A,F,126464
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-B,M,85234
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-B,F,85234
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-C,M,84448
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-C,F,125866
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-D,M,77107
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-D,F,91546
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-E,M,92594
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,BC-E,F,92594
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,OC_EWS,M,64308
2020,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,OC_EWS,F,66283
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,OC,M,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,OC,F,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,SC,M,125916
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,SC,F,125916
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,ST,M,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,ST,F,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-A,M,122388
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-A,F,122388
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-B,M,126277
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-B,F,126277
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-C,M,116008
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-C,F,116008
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-D,M,125750
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-D,F,125750
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-E,M,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,BC-E,F,107962
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,OC_EWS,M,72751
2020,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,OC_EWS,F,104979
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,OC,M,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,OC,F,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,SC,M,124267
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,SC,F,124267
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,ST,M,123264
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,ST,F,123264
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-A,M,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-A,F,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-B,M,126786
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-B,F,126786
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-C,M,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-C,F,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-D,M,120989
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-D,F,120989
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-E,M,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,BC-E,F,114202
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,OC_EWS,M,100756
2020,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,OC_EWS,F,118996
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,OC,M,86686
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,OC,F,90914
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,SC,M,123411
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,SC,F,125941
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,ST,M,107264
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,ST,F,107264
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-A,M,126396
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-A,F,126396
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-B,M,125926
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-B,F,125926
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-C,M,86686
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-C,F,90914
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-D,M,109433
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-D,F,119404
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-E,M,86686
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,BC-E,F,90914
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,OC_EWS,M,87523
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CIV,OC_EWS,F,88324
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,OC,M,24597
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,OC,F,24749
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,SC,M,99007
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,SC,F,106336
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,ST,M,119021
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,ST,F,119021
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-A,M,49577
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-A,F,97994
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-B,M,41451
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-B,F,42340
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-C,M,111024
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-C,F,111024
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-D,M,30952
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-D,F,30952
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-E,M,97321
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,BC-E,F,97321
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,OC_EWS,M,23634
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",CSE,OC_EWS,F,27237
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,OC,M,47666
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,OC,F,47666
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,SC,M,125291
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,SC,F,125291
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,ST,M,120754
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,ST,F,123955
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-A,M,89695
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-A,F,92372
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-B,M,70758
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-B,F,73482
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-C,M,118139
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-C,F,118139
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-D,M,56920
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-D,F,56920
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-E,M,104093
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,BC-E,F,108041
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,OC_EWS,M,47382
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",ECE,OC_EWS,F,37541
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,OC,M,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,OC,F,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,SC,M,110966
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,SC,F,110966
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,ST,M,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,ST,F,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-A,M,124528
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-A,F,124528
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-B,M,119682
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-B,F,119682
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-C,M,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-C,F,91581
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-D,M,119235
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-D,F,119235
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-E,M,116659
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,BC-E,F,116659
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,OC_EWS,M,75392
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",EEE,OC_EWS,F,96175
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,OC,M,44150
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,OC,F,44150
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,SC,M,123033
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,SC,F,123033
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,ST,M,47167
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,ST,F,47167
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-A,M,118667
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-A,F,118667
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-B,M,49390
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-B,F,51623
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-C,M,44150
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-C,F,44150
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-D,M,56848
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-D,F,56848
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-E,M,58715
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,BC-E,F,83926
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,OC_EWS,M,38498
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",INF,OC_EWS,F,39444
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,OC,M,107302
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,OC,F,113216
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,SC,M,121362
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,SC,F,123624
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,ST,M,124526
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,ST,F,124526
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-A,M,126306
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-A,F,126551
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-B,M,125313
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-B,F,125419
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-C,M,107302
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-C,F,113216
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-D,M,122039
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-D,F,123522
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-E,M,121812
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,BC-E,F,121812
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,OC_EWS,M,124580
2020,ACET,"ADITYA COLLEGE OF ENGINEERINGAND TECHNOLOGY",MEC,OC_EWS,F,103596
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,OC,M,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,OC,F,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,SC,M,126069
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,SC,F,126069
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,ST,M,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,ST,F,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-A,M,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-A,F,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-B,M,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-B,F,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-C,M,86891
2020,ACPS,ADITYA COLLEGE OF PHARMACY,PHM,BC-C,F,86891
